origin,dest,count
1,1,0.47016011644832606
1,2,0.30713245997088795
1,3,0.4017467248908297
1,4,0.5531295487627365
1,5,0.27656477438136834
1,6,0.26200873362445415
1,7,0.36681222707423583
1,8,0.5473071324599709
1,9,0.08879184861717618
1,10,0.002911208151382824
1,11,0.22998544395924306
1,12,0.49344978165938874
1,13,0.5080058224163028
1,14,0.4949053857350801
1,15,0.48471615720524025
1,16,0.46142649199417757
1,17,0.5574963609898108
1,18,0.5574963609898108
1,19,0.5487627365356622
1,20,0.5327510917030567
1,21,0.5080058224163028
1,22,0.4919941775836973
1,23,0.480349344978166
1,24,0.45414847161572053
1,25,0.5604075691411935
1,26,0.5414847161572052
1,27,0.46142649199417757
1,28,0.48762736535662304
1,29,0.497816593886463
1,30,0.4919941775836973
1,31,1.0
1,32,1.0
2,1,0.30713245997088795
2,2,0.5109170305676854
2,3,0.462882096069869
2,4,0.5836972343522561
2,5,0.31877729257641924
2,6,0.34061135371179035
2,7,0.4439592430858807
2,8,0.586608442503639
2,9,0.18049490538573512
2,10,0.22416302765647747
2,11,0.34061135371179035
2,12,0.5342066957787481
2,13,0.5298398835516739
2,14,0.5167394468704513
2,15,0.5080058224163028
2,16,0.48471615720524025
2,17,0.5822416302765647
2,18,0.5807860262008733
2,19,0.5720524017467249
2,20,0.5574963609898108
2,21,0.5312954876273653
2,22,0.5167394468704513
2,23,0.5036390101892284
2,24,0.4774381368267832
2,25,0.5836972343522561
2,26,0.5647743813682679
2,27,0.5487627365356622
2,28,0.5123726346433769
2,29,0.5225618631732168
2,30,0.5152838427947598
2,31,1.0
2,32,1.0
3,1,0.4017467248908297
3,2,0.462882096069869
3,3,0.5356622998544395
3,4,0.5720524017467249
3,5,0.41775836972343533
3,6,0.44250363901018924
3,7,0.36390101892285304
3,8,0.5778748180494905
3,9,0.3711790393013101
3,10,0.38864628820960706
3,11,0.28966521106259097
3,12,0.544395924308588
3,13,0.5385735080058224
3,14,0.5254730713245996
3,15,0.5167394468704513
3,16,0.4949053857350801
3,17,0.5909752547307131
3,18,0.5895196506550218
3,19,0.5807860262008733
3,20,0.5662299854439592
3,21,0.5400291120815137
3,22,0.5240174672489083
3,23,0.5123726346433769
3,24,0.4861717612809317
3,25,0.5749636098981077
3,26,0.5793304221251819
3,27,0.544395924308588
3,28,0.5211062590975254
3,29,0.5298398835516739
3,30,0.5240174672489083
3,31,1.0
3,32,1.0
